Date,Close,Open,High,Low,Volume,Change_Pct,RSI_14,MACD,MACD_Signal,MACD_Hist,OBV,ADX,DI_Plus,DI_Minus,STOCH_K,STOCH_D,SMA_20,SMA_50
2014-02-14,572.22,573.09,576.18,569.38,142810.0,0.36,79.2198847699844,,,,1290430.0,83.92322393799525,40.00383697015128,6.040364482626992,95.97297316220099,90.81482158404174,546.99,
2014-02-17,570.2,571.91,572.85,567.89,163690.0,-0.35,76.38270743352331,17.989515795528405,,,1126740.0,82.78671673508175,38.00976578919782,7.23669034564502,89.27080562015064,92.15074419762239,549.651,
2014-02-18,574.56,570.8,574.56,570.16,160280.0,0.76,78.19769822312014,17.938935017868744,,,1287020.0,81.82117298805093,38.04857928117895,6.907739763309027,87.76765129181635,91.00381002472265,552.432,
2014-02-19,578.12,578.53,578.8,573.86,159100.0,0.62,79.57775213035806,17.978862499555703,,,1446120.0,81.13305072466513,40.53785023785038,6.54786661010161,90.37089891453734,89.1364519421681,555.2825,
2014-02-20,571.04,579.64,584.1,565.31,259680.0,-1.22,70.0774014430695,17.24047106783405,,,1186440.0,78.39130828252021,33.40843205612098,13.398918523763186,85.10858745243131,87.74904588626165,557.719,
2014-02-21,570.57,570.95,574.61,565.33,124760.0,-0.08,69.48436098718274,16.427993780099655,,,1061680.0,75.8454045862428,30.55070653458892,12.252787769648037,74.31140508893283,83.2636304853005,559.9135000000001,
2014-02-24,576.58,571.94,576.58,570.07,119030.0,1.05,72.66941339220746,16.083654095634188,,,1180710.0,73.66001812039111,30.533129732059084,11.50904717644868,68.00787844682054,75.80929032939488,562.0655,
2014-02-25,586.2,575.49,586.2,575.49,143520.0,1.67,76.83691517783531,16.39799019360987,,,1324230.0,72.36138987420163,36.29013883390597,10.391518315947605,80.25698743200158,74.19209032258499,564.196,
2014-02-26,589.81,590.64,590.79,582.96,157700.0,0.62,78.18144266658585,16.745370439105272,,,1481930.0,71.4340715197936,37.87606150168472,9.653509451687755,92.17337255899562,80.14607947927257,566.003,
2014-02-27,584.79,587.82,596.4,584.79,225210.0,-0.85,71.92888355443273,16.426248176298373,17.025449007281583,-0.5992008309832109,1256720.0,70.87293311273658,38.93987496151444,8.670247555382158,91.13699340105714,87.85578446401811,567.2470000000001,
2014-02-28,586.48,586.12,591.36,581.63,119410.0,0.29,72.71986856828345,16.12384471482528,16.845128148790323,-0.7212834339650414,1376130.0,69.6624186500204,35.661567266494664,10.67450288817642,83.35660124419442,88.8889890680824,568.9750000000001,
2014-03-03,573.38,586.65,587.11,573.37,143300.0,-2.23,58.87190446287522,14.658157162789848,16.407733951590227,-1.749576788800379,1232830.0,66.97222204616565,31.614007351332525,16.2861249177559,65.92099883742877,80.1381978275601,569.9665,
2014-03-04,569.97,569.34,572.28,563.55,125570.0,-0.59,55.88842872526704,13.070759141533813,15.740338989578946,-2.6695798480451334,1107260.0,63.01987866735082,29.0717715729101,23.0097833866854,47.19159005218324,65.48973004460214,570.4555,
2014-03-05,574.94,569.97,577.5,569.97,105930.0,0.87,59.138656243759776,12.074583949478097,15.007187981558777,-2.9326040320806808,1213190.0,59.86192393966494,31.575824653069652,21.578320608115916,33.196233857955235,48.76960758252241,571.3765000000001,
2014-03-06,578.56,576.17,580.04,574.58,141310.0,0.63,61.37124538023615,11.445277642887618,14.294805913824547,-2.849528270936929,1354500.0,57.16604957543226,32.26817334450802,20.578628405997367,33.30289193302906,37.896905281055844,572.5705,
2014-03-07,579.75,579.4,582.24,579.1,157000.0,0.21,62.104255019767585,10.916729651765309,13.6191906614127,-2.7024610096473918,1511500.0,54.86659676896073,33.16330160528998,19.909143038798195,43.226788432267995,36.575304741084096,574.0699999999999,
2014-03-10,583.69,580.84,584.81,579.98,145030.0,0.68,64.5057978750834,10.692519919099595,13.03385651295008,-2.3413365938504853,1656530.0,52.96756710427642,33.97344580440876,18.994121620037152,52.10553018772207,42.878403517673036,575.4595,
2014-03-11,588.5,585.1,589.45,582.2,162490.0,0.82,67.23562600318883,10.778708647989902,12.582826939958046,-1.8041182919681447,1819020.0,51.60850393577824,35.96183097671644,17.736313962712483,62.19178082191795,52.50803314730267,577.1895000000001,
2014-03-12,590.02,590.94,596.38,590.02,177880.0,0.26,68.07131017988708,10.844654704550862,12.23519249287661,-1.390537788325748,1996900.0,50.878035920094334,39.70122842014943,16.460435693586703,72.61288685946232,62.30339928970078,578.4780000000001,
2014-03-13,595.22,590.83,595.22,590.36,133780.0,0.88,70.81389971121713,11.187550849098102,12.02566416412091,-0.8381133150228077,2130680.0,50.199744191244996,37.77033408505483,15.659872000756371,84.31253170979207,73.03906646372411,579.73,
2014-03-14,596.83,596.2,600.68,594.51,163990.0,0.27,71.6265416028136,11.457141266061285,11.911959584508985,-0.4548183184476997,2294670.0,49.960650166306685,40.73814308646514,14.743599619573873,88.87244249809704,81.93262035578381,580.9605000000001,
2014-03-17,600.36,603.05,603.24,598.7,170180.0,0.59,73.37685571554513,11.819388558370747,11.893445379281337,-0.07405682091058985,2464850.0,49.909472017614355,40.68895705871288,13.837743518620627,92.92756835361428,88.70418085383446,582.4685000000001,
2014-03-18,599.85,602.01,603.21,597.78,205400.0,-0.08,72.67927500893671,11.927822892136078,11.900320881852286,0.027502010283791734,2259450.0,49.67946264565434,38.529354178376174,14.002553001213307,91.27786534709455,91.0259587329353,583.7330000000001,
2014-03-19,605.59,600.73,605.91,600.42,192010.0,0.96,75.50213885285802,12.33474069902195,11.98720484528622,0.3475358537357298,2451460.0,49.66132801799235,38.890650160755285,13.16288808637492,94.48238008874733,92.89593792981871,585.1065000000001,
2014-03-20,600.26,607.39,608.51,600.03,192920.0,-0.88,68.43157207087287,12.087798915823896,12.007323659393755,0.08047525643014097,2258540.0,49.82705255364939,38.20854947302471,12.071986820773297,90.78457732193085,92.18160758592424,586.5675000000001,
2014-03-21,601.75,600.26,607.22,600.26,229960.0,0.25,69.29717177535895,11.875433713422922,11.980945670199588,-0.1055119567766667,2488500.0,49.98093962247378,35.60065331047471,11.248022327526161,88.61977967755347,91.29557902941055,588.1265000000001,562.1964
2014-03-24,607.55,606.55,609.2,604.18,194820.0,0.96,72.46247589678832,12.036396204836137,11.9920357771269,0.04436042770923798,2683320.0,50.27038596661126,34.942476274687564,10.427585370447016,87.46960128681138,88.95798609543189,589.675,564.2572
2014-03-25,601.85,609.01,609.46,601.85,261350.00000000003,-0.94,65.33383471193194,11.570638655888274,11.907756352879176,-0.33711769699090155,2421970.0,49.97400122833302,32.34700521136688,11.927267881639326,86.31359581269642,87.46765892568709,590.4575,566.1868000000001
2014-03-26,588.06,603.54,603.68,587.52,259089.99999999997,-2.29,52.00449677858128,9.973812785277914,11.520967639358924,-1.5471548540810094,2162880.0,47.049271468514895,27.650203483647516,23.071185724439946,67.82963036524643,80.53760915491807,590.37,567.7660000000001
2014-03-27,590.14,588.94,591.7,582.81,151340.0,0.35,53.544052813915584,8.775002626990272,10.971774636885193,-2.1967720098949215,2314220.0,43.69138189682136,25.460059575314787,25.440301345628466,47.38629977928211,67.17650865240832,590.6375,569.3664000000001
2014-03-28,594.29,592.82,595.7,590.59,122370.0,0.7,56.539483532203306,8.066818000104035,10.390783309528961,-2.323965309424926,2436590.0,41.073984334307134,27.814284064278144,24.151809403074893,36.10908562674479,50.441671923757774,591.028,570.9742000000001
2014-03-31,591.57,594.29,597.22,591.57,119520.0,-0.46,54.07828655337311,7.203062887870033,9.753239225197177,-2.5501763373271444,2317070.0,38.82874254203249,27.766409150024643,22.88345840245248,37.22842816708434,40.24127119103708,591.9375,572.466
2014-04-01,583.85,590.93,593.03,582.3,173010.0,-1.31,47.72790283851221,5.828405031984516,8.968272386554645,-3.1398673545701286,2144060.0,36.57923210821193,25.07339361255046,29.04316605221707,27.642721008673806,33.66007826750098,592.6315000000001,573.7642
2014-04-02,581.67,584.17,586.5,574.4,146780.0,-0.37,46.082263265176664,4.511070187265318,8.07683194669678,-3.565761759431462,1997280.0,35.313933822815265,22.431323323880417,32.862542054339514,19.77111579345187,28.21408832307,592.9680000000001,574.9754
2014-04-03,589.44,584.45,590.91,582.83,105520.0,1.34,52.384054240626185,4.047391090265705,7.270943775410565,-3.2235526851448597,2102800.0,33.54814477484738,24.448579826442568,30.24187834282255,23.113564207623973,23.50913366991655,593.5120000000001,576.318
2014-04-04,593.04,589.9,593.72,588.34,119720.0,0.61,55.00787983626121,3.92516511865324,6.6017880440591,-2.6766229254058604,2222520.0,31.548438266425677,25.77162951194844,28.801677972466923,38.93325727324584,27.272645758107227,594.1765,577.6451999999999
2014-04-07,600.57,595.72,602.55,595.35,115650.0,1.27,59.97587897030231,4.385356564043491,6.158501748055979,-1.7731451840124883,2338170.0,29.90587792749241,31.34720070048746,26.407662050570202,56.90245293782091,39.64975813956357,595.0205000000001,578.9857999999999
2014-04-08,603.25,600.71,603.25,598.52,127470.0,0.45,61.601013491235506,4.909719017679208,5.908745201980626,-0.9990261843014174,2465640.0,28.454321647363944,30.64185228733592,25.28205470635961,70.03232553717433,55.28934524941369,595.758,580.1790000000001
2014-04-10,601.33,603.25,608.89,600.43,114250.0,-0.32,59.72985702096539,5.111430694827732,5.749282300550047,-0.6378516057223154,2351390.0,27.682188609678022,33.375135536015804,23.36384866389489,77.91405210115994,68.28294352538506,596.3235,581.1322
2014-04-11,600.57,597.87,602.01,594.96,106930.0,-0.13,58.966331765835065,5.150590206042921,5.6295438816486225,-0.4789536756057018,2244460.0,26.24942393226354,31.24747997102273,26.820664756231672,77.91405210115994,75.28680991316473,596.591,581.9454
2014-04-14,596.11,602.67,602.7,596.05,128080.00000000001,-0.74,54.558732014580606,4.766791074305047,5.456993320179908,-0.6902022458748611,2116380.0,24.99447787116606,29.978078618647142,25.189439273342284,71.12568929454272,75.65126449895419,596.5550000000001,582.8292
2014-04-15,586.09,596.0,597.99,586.09,131670.0,-1.68,46.202979515768384,3.612455104147898,5.088085676973506,-1.475630572825608,1984710.0,23.761141843622642,26.8330506660448,31.327571830357396,56.81992311183018,68.61988816917761,595.8415,583.48
2014-04-16,574.29,583.64,585.51,567.61,149240.0,-2.01,38.688452836366515,1.7255827046897139,4.415585082516748,-2.6900023778270343,1835470.0,24.14337446516595,22.82784109622405,41.57789595157006,37.3328238460458,55.09281208413956,594.5635,583.762
2014-04-17,580.31,580.39,583.51,575.83,117690.0,1.05,43.71769651410139,0.7078270332659713,3.674033472666593,-2.966206439400622,1953160.0,24.498304756599026,21.132996391162713,38.490960288049706,26.947185567774916,40.36664417521696,593.2995000000001,584.2378000000001
2014-04-18,565.33,580.89,580.89,565.33,116970.0,-2.58,35.83956630847392,-1.2926120487129538,2.6807043683906837,-3.9733164171036375,1836190.0,25.498704260056165,18.620427019166073,41.93764529612194,15.649224806201465,26.643078073340725,591.5530000000001,584.4508000000001
2014-04-21,558.14,564.21,568.44,558.14,95570.0,-1.27,32.78568659596741,-3.4187382576855043,1.460815843175446,-4.87955410086095,1740620.0,26.818600343384485,17.165547723204085,44.115083975627705,10.255167958656282,17.617192777544222,589.3725000000001,584.6184000000001
2014-04-22,569.87,560.63,569.87,556.47,99110.0,2.1,41.53789122400811,-4.109820179157623,0.34668863870883226,-4.456508817866455,1839730.0,28.13136502579019,15.471864317617541,40.99201787239595,8.520920768154639,11.475104511004128,587.4885,584.8978000000001
2014-04-23,569.36,569.83,573.39,567.04,71200.0,-0.09,41.28617155240203,-4.6451143321154404,-0.6516719554560223,-3.9934423766594183,1768530.0,28.86181898580255,17.38758132055057,39.02688437405356,16.717537835431756,11.831208854080892,585.864,585.2070000000001
2014-04-24,570.46,568.38,571.57,566.94,56700.0,0.19,42.1011568805313,-4.923819274380094,-1.5061014192408366,-3.417717855139257,1825230.0,29.54643400271578,16.756804237386714,37.6894416123693,25.613633473229047,16.950697358938477,584.984,585.3312000000001
2014-04-25,578.92,571.71,580.74,571.71,64319.99999999999,1.48,48.07123169765895,-4.411194151945097,-2.087119965781689,-2.3240741861634078,1889550.0,28.95163702767724,22.53934038111118,34.681104767043536,31.368434439781232,24.56653524948068,584.423,585.5060000000001
2014-04-28,573.1,579.05,580.7,573.1,58050.0,-1.01,44.65960087059014,-4.423568267963901,-2.5544096262181313,-1.86915864174577,1831500.0,28.39932555085574,21.19256419650804,32.60883090426788,33.74666157954978,30.24290983085335,583.3634999999999,585.5236000000001
2014-04-29,578.0,570.64,578.21,570.64,50440.0,0.86,48.00534887310667,-3.9919688629305483,-2.841921473560615,-1.1500473893699334,1881940.0,28.0961960132181,19.916053438183344,32.60207667159292,38.54126923566066,34.55212175166389,582.6850000000001,585.6796
2014-05-05,564.85,578.45,580.11,564.47,76080.0,-2.28,40.865036836059446,-4.6573315072727155,-3.205003480303035,-1.4523280269696803,1805860.0,28.310219008921905,17.562362374179077,33.41138344407163,30.30780000654183,34.19857694058409,581.7350000000001,585.4854
2014-05-06,555.11,561.86,562.36,545.97,100640.0,-1.72,36.53087143674385,-5.902532080392348,-3.744509200320898,-2.15802288007145,1705220.0,29.631165689553345,15.223472249852561,42.01136233839792,25.1034240996313,31.31749778061126,580.407,585.0252
2014-05-07,559.97,558.04,561.56,553.21,52420.0,0.88,39.953078837228766,-6.423158944456077,-4.280239149147934,-2.142919795308143,1757640.0,30.85775903585397,14.315441016781463,39.50551948460998,20.383629430610995,25.26495117892804,578.9335000000001,584.8038
2014-05-08,527.09,550.75,550.75,525.37,146490.0,-5.87,28.68445994312023,-9.380765075053546,-5.300344334329057,-4.080420740724489,1611150.0,33.0783565942761,11.306084722603728,48.115378553637555,15.29470804130724,20.26058719051651,575.636,583.9342
2014-05-09,542.46,522.82,542.56,522.7,118860.0,2.92,37.55133054466782,-10.364977683640632,-6.313271004191372,-4.05170667944926,1730010.0,35.21797049539258,10.005879318861819,44.12816516858066,20.755791569270556,18.811376347062932,572.7305,583.2518
2014-05-12,517.05,536.82,536.82,512.25,99260.0,-4.68,30.745472994043066,-13.044973571466471,-7.659611517646392,-5.385362053820079,1630750.0,37.48846359047249,8.419699292956173,42.61631886733413,14.115885275385002,16.722128295320932,568.4205000000001,581.8688
2014-05-13,513.91,508.76,518.45,508.51,98640.0,-0.61,30.0213743057349,-15.246509112395984,-9.176991036596311,-6.069518075799673,1532110.0,39.69049707555743,7.971903907586424,42.350899449827246,15.654593477943337,16.842090107532965,564.0495000000001,580.3507999999999
2014-05-14,529.53,510.16,529.59,509.82,108320.0,3.04,37.861345901857675,-15.551569617541304,-10.45190675278531,-5.099662864755993,1640430.0,40.37516620615048,12.91917900665609,38.01980292835278,14.523535442821013,14.76467139871645,560.4975000000001,579.2456
2014-05-15,524.05,529.39,537.27,512.41,132540.0,-1.03,36.32381196216927,-16.05050226838125,-11.5716258559045,-4.478876412476751,1507890.0,40.184776904448874,15.105561124513722,33.394975878105164,19.36406848493235,16.5140658018989,556.8945000000001,577.9970000000001
2014-05-16,529.49,522.0,529.49,519.39,83780.0,1.04,38.973239256271995,-15.824532097177439,-12.422207104159089,-3.4023249930183503,1591670.0,40.00798683858309,14.342239545822814,31.70744467701311,26.554063408555976,20.147222445436444,554.0645,577.1192
2014-05-19,533.04,530.31,534.68,525.82,106140.0,0.67,40.707012976126855,-15.183962508944433,-12.974558185116159,-2.2094043238282737,1697810.0,39.28069546990863,16.357759746062214,30.26274991668588,28.173888965803656,24.69734028643066,552.002,576.3806
2014-05-20,537.52,531.0,537.93,527.69,105110.0,0.84,42.91124356220744,-14.151676221765456,-13.209981792446019,-0.9416944293194369,1802920.0,38.26064337589921,17.183190579500586,28.638630287226555,34.39756068508506,29.70850435314823,549.8625,575.6322
2014-05-21,543.88,537.95,543.93,533.19,102990.0,1.18,45.981402000567414,-12.674281823300248,-13.102841798616865,0.4285599753166167,1905910.0,36.698998261066045,19.39402868219128,27.001843714244472,41.18200688954623,34.58448551347831,548.79,574.9386
2014-05-22,541.73,543.35,547.2,541.43,130120.0,-0.4,45.098448496853074,-11.543852800875243,-12.791043999068542,1.247191198193299,1775790.0,34.926118263871004,20.587260805192436,26.137550870597025,45.32723688755334,40.302268154061544,547.9694999999999,574.1782000000001
2014-05-23,541.49,542.44,545.3,540.51,85740.0,-0.04,44.99458251832896,-10.545780457939827,-12.341991290842799,1.7962108329029718,1690050.0,33.353052286115854,20.0145213657447,25.94473343849289,52.34676207618584,46.28533528442847,546.5505,573.3342
2014-05-26,544.06,541.43,544.93,536.27,85780.0,0.47,46.41769642067868,-9.438620867800182,-11.761317206234276,2.3226963384340937,1775830.0,32.231747436651204,18.986121881247374,27.127357187169117,58.21769915988993,51.96389937454303,545.2855,572.4454000000001
2014-05-27,552.75,543.55,552.75,542.49,127180.0,1.6,51.031143033964184,-7.770406136291285,-10.963134992245678,3.1927288559543925,1903010.0,30.368929672819537,22.507347390819877,25.458339758374855,76.08548314499234,62.2166481270227,544.4000000000001,571.7
2014-05-28,557.34,554.32,557.93,553.03,108160.0,0.83,53.317458745666826,-6.008694809481881,-9.972246955692919,3.963552146211038,2011170.0,28.254595321611454,25.015712423689557,24.634276997652446,88.606134649207,74.30310565136308,543.321,570.9424
2014-05-29,558.45,556.3,562.33,555.32,116320.0,0.2,53.87827010115669,-4.471414484380716,-8.872080461430478,4.400665977049762,2127490.0,26.69020318535342,26.716388156825673,23.524529685351556,97.1989784836195,87.29686542593961,542.5885000000001,570.1748
2014-05-30,562.02,558.78,565.05,557.2,83440.0,0.64,55.720708160838676,-2.93124996204358,-7.683914361553099,4.752664399509519,2210930.0,25.47912882752739,27.125176533166385,22.31235287005901,95.41263253384943,93.73924855555865,541.7895000000001,569.408
2014-06-02,556.8,560.29,563.12,554.44,80230.0,-0.93,52.423114799177064,-2.107574054662223,-6.568646300174924,4.461072245512701,2130700.0,24.056968456327088,25.557018038450014,22.860692103958442,90.83140409896032,94.48100503880974,541.3870000000001,568.547
2014-06-03,558.76,557.34,560.62,554.96,58640.0,0.35,53.53504179776391,-1.2818727134982737,-5.511291582839594,4.229418869341321,2189340.0,22.73639096878395,24.559946791114722,21.968814234766143,89.25144668528414,91.83182777269796,541.5695000000001,567.6104
2014-06-04,553.46,559.13,559.19,550.23,67930.0,-0.95,50.123680602132,-1.0431394950535378,-4.617661165282383,3.5745216702288456,2121410.0,21.24368477295456,23.02831478738995,23.890927031589136,82.5767034249506,87.55318473639835,541.244,566.6744000000001
2014-06-05,551.1,552.2,553.96,548.47,59230.0,-0.43,48.637466690875215,-1.0324722783797142,-3.9006233879018497,2.8681511095221355,2062180.0,20.04935075047475,22.118140340855156,24.213734980499993,75.70270781629183,82.51028597550885,542.4445000000001,565.6614000000001
2014-06-06,559.04,553.62,559.04,551.8,60850.0,1.44,53.62012519480173,-0.37895839319787683,-3.196290388961055,2.8173319957631784,2123030.0,18.879120009867055,24.545688847857264,22.80958741292399,74.32349594201182,77.53430239441808,543.2735,564.6912
2014-06-09,565.61,559.04,571.83,558.64,112500.0,1.18,57.31045955740941,0.6614750882772569,-2.424737293513393,3.08621238179065,2235530.0,18.99809983906587,31.352765693159263,20.665663818265013,77.41881565591112,75.81500647140491,545.7015,563.9664
2014-06-10,566.89,566.31,571.73,564.32,79450.0,0.23,58.01142493115565,1.5711996097945757,-1.6255499128517994,3.196749522646375,2314980.0,19.108581109036194,29.66580079467096,19.55372843729863,84.64131808144587,78.79454322645627,548.3505,563.5430000000001
2014-06-11,570.36,567.77,573.05,566.51,85220.0,0.61,59.93219266238452,2.5428504501879843,-0.7918698402438427,3.334720290431827,2400200.0,19.32774803560656,29.204453963491318,18.60237309057541,87.56564017872826,83.20859130536175,550.392,563.1474000000001
2014-06-12,573.77,571.19,574.75,568.58,96140.0,0.6,61.782385020348684,3.5471597929441714,0.07593608639376018,3.4712237065504112,2496340.0,19.685238582786525,29.12664972617104,17.726140369322096,92.0824838260067,88.09648069539361,552.8779999999999,562.737
2014-06-13,574.48,573.58,577.27,573.03,72410.0,0.12,62.17403666653897,4.35022654532645,0.9307941781802981,3.4194323671461517,2568750.0,20.246072341319636,30.14754850975834,17.129037108580608,94.03920444582003,91.22910948351833,555.1275,562.3951999999999
2014-06-16,572.37,575.2,575.87,571.76,87590.0,-0.37,60.199619529391455,4.7615155787276535,1.6969384582897693,3.0645771204378844,2481160.0,20.56217803316557,29.123456847514966,17.59683559124399,90.80582730848691,92.30917186010454,557.094,562.1656
2014-06-17,572.25,571.8,573.15,567.58,108670.0,-0.02,60.08276025177566,5.019915641036505,2.3615338948391167,2.658381746197388,2372490.0,20.19885950776428,27.747789963500914,20.310434364997775,85.8445679722276,90.22986657551151,558.8305,561.9772
2014-06-18,570.03,571.74,575.03,570.03,99960.0,-0.39,57.845604472107965,4.988064799357858,2.886840075742865,2.1012247236149926,2272530.0,20.069748705763846,28.178030708480115,19.423488554902853,80.13888888888889,85.59642805653446,560.138,561.5889999999999
2014-06-19,567.35,564.93,569.41,558.65,124330.0,-0.47,55.174732390948606,4.69247721913257,3.2479675044208065,1.4445097147117636,2148200.0,18.874985291992036,25.453553168615624,27.21427059868616,74.32870370370372,80.10405352160673,561.419,561.0752
2014-06-20,560.78,568.45,571.76,560.78,123450.0,-1.16,49.179794435612784,3.883313420162608,3.375036687569167,0.508276732593441,2024750.0,17.577524698410265,25.08372204272661,24.729778698010932,61.053240740740705,71.84027777777777,562.3834999999999,560.2794
2014-06-23,565.92,561.97,567.71,561.97,62540.0,0.92,53.44188144947615,3.615127384842367,3.4230548270238073,0.1920725578185598,2087290.0,16.372739861512905,23.618165349791045,23.284901712691504,56.296296296296234,63.89274691358022,563.4765,559.5328
2014-06-24,569.74,565.47,570.37,565.12,67580.0,0.68,56.370425742389514,3.6685414325562533,3.472152148130297,0.1963892844259565,2154870.0,15.601316460531748,24.848834107512378,22.225471442277833,59.06249999999993,58.804012345678956,564.326,558.9010000000001
2014-06-25,572.27,570.33,574.62,569.27,96490.0,0.44,58.24377786201222,3.8704066672886484,3.551803051961967,0.31860361532668113,2251360.0,15.409154161586438,27.445000159594258,21.168490815971293,71.60450202853028,62.32109944160881,565.0725,558.335
2014-06-26,576.4,572.23,578.29,570.33,123940.0,0.72,61.17446904900934,4.3139146811981846,3.704225377809211,0.6096893033889734,2375300.0,15.649981398304897,28.766267150851977,19.669646359298486,81.5349692323754,70.73399042030186,565.97,557.9408000000001
2014-06-27,578.82,576.29,580.75,575.1,74420.0,0.42,62.82109679999359,4.805279482053834,3.9244361986581358,0.8808432833956981,2449720.0,16.142763444258353,29.52481019812229,18.659715261360834,87.33923645208387,80.15956923766318,566.8100000000001,557.7954
2014-06-30,578.13,578.28,582.26,577.76,76500.0,-0.12,62.01352186443591,5.0804481495954406,4.155638588845597,0.9248095607498437,2373220.0,16.764966139671913,29.694835012463496,17.872611551839185,88.05201994287212,85.64207520911046,567.8765,557.8722
2014-07-01,578.07,578.93,582.16,577.3,104400.0,-0.01,61.93895806059085,5.233352967189603,4.3711814645143985,0.8621715026752046,2268820.0,17.256507170150986,28.306112078640318,17.479418109233148,85.3425543155719,86.91127023684263,568.842,557.8274
2014-07-02,578.8,578.9,581.89,576.88,109100.0,0.13,62.529281426432554,5.351744457131645,4.567294063037848,0.7844503940937964,2377920.0,17.62977149429225,26.909039320632466,17.030468015414044,83.36862911195826,85.58773445680076,570.109,558.0968
2014-07-03,585.02,581.24,585.02,580.55,131460.0,1.07,67.19766251307666,5.879695117831147,4.829774273996509,1.0499208438346388,2509380.0,18.365426215726536,28.358381738719878,15.976203183163184,89.19949174078783,85.97022505610599,571.8050000000001,558.6344
2014-07-04,589.35,585.66,591.38,585.66,132760.0,0.74,69.99974797849384,6.5717397082044045,5.1781673608380885,1.393572347366316,2642140.0,19.734576389592238,32.93032422012532,14.95665220431343,93.0476439307501,88.53858826116539,573.3205,559.024
2014-07-07,590.69,592.23,594.84,589.61,127750.0,0.23,70.83019456186065,7.14594285213559,5.57172245909759,1.5742203930380008,2769890.0,21.3290702458821,34.61562262757152,14.11904463361718,94.11016097639734,92.11909888264509,574.5745000000001,559.4506
2014-07-08,591.47,591.63,593.4,588.54,96630.0,0.13,71.32772926250865,7.576604086245425,5.972698784527157,1.6039053017182674,2866520.0,22.570698113933048,32.86118463713081,14.519312665266511,91.00617276602617,92.72132589105786,575.8035000000001,559.8708
